'0:00.000',0.923
'0:00.003',0.943
'0:00.006',0.943
'0:00.008',0.943
'0:00.011',0.947
'0:00.014',0.94
'0:00.017',0.94
'0:00.019',0.933
'0:00.022',0.923
'0:00.025',0.937
'0:00.028',0.94
'0:00.031',0.95
'0:00.033',0.953
'0:00.036',0.947
'0:00.039',0.947
'0:00.042',0.947
'0:00.044',0.943
'0:00.047',0.933
'0:00.050',0.937
'0:00.053',0.947
'0:00.056',0.963
'0:00.058',0.99
'0:00.061',1.007
'0:00.064',1.013
'0:00.067',1.027
'0:00.069',1.027
'0:00.072',1.033
'0:00.075',1.033
'0:00.078',1.033
'0:00.081',1.037
'0:00.083',1.047
'0:00.086',1.057
'0:00.089',1.07
'0:00.092',1.08
'0:00.094',1.103
'0:00.097',1.103
'0:00.100',1.103
'0:00.103',1.087
'0:00.106',1.08
'0:00.108',1.063
'0:00.111',1.037
'0:00.114',1.017
'0:00.117',0.993
'0:00.119',0.983
'0:00.122',0.98
'0:00.125',0.967
'0:00.128',0.97
'0:00.131',0.96
'0:00.133',0.963
'0:00.136',0.953
'0:00.139',0.937
'0:00.142',0.923
'0:00.144',0.893
'0:00.147',0.887
'0:00.150',0.887
'0:00.153',0.887
'0:00.156',0.887
'0:00.158',0.887
'0:00.161',0.887
'0:00.164',0.883
'0:00.167',0.893
'0:00.169',0.9
'0:00.172',0.887
'0:00.175',0.89
'0:00.178',0.887
'0:00.181',0.89
'0:00.183',0.877
'0:00.186',0.873
'0:00.189',0.863
'0:00.192',0.857
'0:00.194',0.853
'0:00.197',0.85
'0:00.200',0.85
'0:00.203',0.857
'0:00.206',0.85
'0:00.208',0.857
'0:00.211',0.84
'0:00.214',0.817
'0:00.217',0.793
'0:00.219',0.753
'0:00.222',0.703
'0:00.225',0.647
'0:00.228',0.59
'0:00.231',0.51
'0:00.233',0.417
'0:00.236',0.317
'0:00.239',0.22
'0:00.242',0.127
'0:00.244',0.043
'0:00.247',-0.063
'0:00.250',-0.147
'0:00.253',-0.233
'0:00.256',-0.297
'0:00.258',-0.32
'0:00.261',-0.3
'0:00.264',-0.24
'0:00.267',-0.157
'0:00.269',-0.053
'0:00.272',0.053
'0:00.275',0.147
'0:00.278',0.23
'0:00.281',0.293
'0:00.283',0.367
'0:00.286',0.45
'0:00.289',0.553
'0:00.292',0.693
'0:00.294',0.823
'0:00.297',0.94
'0:00.300',1.017
'0:00.303',1.06
'0:00.306',1.087
'0:00.308',1.087
'0:00.311',1.063
'0:00.314',1.05
'0:00.317',1.04
'0:00.319',1.023
'0:00.322',1.017
'0:00.325',1.05
'0:00.328',1.073
'0:00.331',1.097
'0:00.333',1.12
'0:00.336',1.12
'0:00.339',1.14
'0:00.342',1.15
'0:00.344',1.16
'0:00.347',1.163
'0:00.350',1.167
'0:00.353',1.173
'0:00.356',1.167
'0:00.358',1.177
'0:00.361',1.177
'0:00.364',1.18
'0:00.367',1.19
'0:00.369',1.19
'0:00.372',1.183
'0:00.375',1.17
'0:00.378',1.167
'0:00.381',1.157
'0:00.383',1.15
'0:00.386',1.143
'0:00.389',1.147
'0:00.392',1.157
'0:00.394',1.173
'0:00.397',1.183
'0:00.400',1.203
'0:00.403',1.227
'0:00.406',1.24
'0:00.408',1.24
'0:00.411',1.237
'0:00.414',1.237
'0:00.417',1.213
'0:00.419',1.203
'0:00.422',1.21
'0:00.425',1.213
'0:00.428',1.22
'0:00.431',1.223
'0:00.433',1.227
'0:00.436',1.227
'0:00.439',1.22
'0:00.442',1.22
'0:00.444',1.2
'0:00.447',1.197
'0:00.450',1.193
'0:00.453',1.197
'0:00.456',1.197
'0:00.458',1.197
